用户ID,商品ID,品牌,商品名称,商品类别,商品类目ID,行为类型,时间戳,售价,销量
543,40,Sony,Sony MatePad Pro,平板电脑,3,addbuy,2025-10-26 12:40,4240,0
614,86,Huawei,Huawei AirPods Pro,耳机,4,buy,2025-10-26 12:53,1001,3
309,139,LG,LG ZV-E1,相机,6,buy,2025-10-26 14:26,10873,1
548,297,LG,LG Apple Watch S9,智能手表,5,buy,2025-10-26 14:34,3764,1
531,145,Apple,Apple Galaxy Buds2,耳机,4,addbuy,2025-10-26 15:02,643,0
349,84,HP,HP X-T5,相机,6,addbuy,2025-10-26 15:12,8309,0
227,97,Huawei,Huawei GH6,相机,6,buy,2025-10-26 15:52,3589,3
730,283,Lenovo,Lenovo Nothing Ear,耳机,4,buy,2025-10-26 15:55,1308,3
120,68,HP,HP iPad Pro,平板电脑,3,addbuy,2025-10-26 17:28,2446,0
708,186,LG,LG MatePad Pro,平板电脑,3,buy,2025-10-26 17:44,1687,4
782,176,Microsoft,Microsoft Fitbit Sense,智能手表,5,buy,2025-10-26 17:51,1395,3
763,61,Sony,Sony iPhone 15,智能手机,1,addbuy,2025-10-26 17:53,2573,0
233,158,Huawei,Huawei ZV-E1,相机,6,addbuy,2025-10-26 17:58,5508,0
436,58,Huawei,Huawei A7 IV,相机,6,buy,2025-10-26 18:18,3960,3
44,101,HP,HP Xiaomi Watch 2,智能手表,5,buy,2025-10-26 18:29,927,3
61,241,Lenovo,Lenovo P60 Pro,智能手机,1,buy,2025-10-26 19:15,1699,1
309,6,Apple,Apple iPhone 15,智能手机,1,addbuy,2025-10-26 19:30,1903,0
211,103,Samsung,Samsung P60 Pro,智能手机,1,buy,2025-10-26 19:38,7030,3
93,75,LG,LG Apple Watch S9,智能手表,5,buy,2025-10-26 20:03,1699,1
165,257,LG,LG ThinkPad X1,笔记本电脑,2,addbuy,2025-10-26 20:36,8640,0
102,297,Microsoft,Microsoft A7 IV,相机,6,buy,2025-10-26 20:41,6020,1
289,88,Xiaomi,Xiaomi Galaxy Tab S9,平板电脑,3,buy,2025-10-26 20:45,1684,1
517,244,Samsung,Samsung Galaxy Tab S9,平板电脑,3,buy,2025-10-26 20:46,5702,2
451,55,Microsoft,Microsoft R8,相机,6,buy,2025-10-26 21:22,8161,2
220,264,Dell,Dell X-T5,相机,6,buy,2025-10-26 21:51,4944,1
127,239,Samsung,Samsung FreeBuds Pro,耳机,4,buy,2025-10-26 22:08,524,3
781,185,Huawei,Huawei Sony XM5,耳机,4,buy,2025-10-26 22:57,341,2
85,168,Lenovo,Lenovo Apple Watch S9,智能手表,5,addbuy,2025-10-26 23:40,3633,0
468,160,Dell,Dell QN90C,电视,7,buy,2025-10-27 0:04,5403,2
418,149,Xiaomi,Xiaomi Nothing Ear,耳机,4,buy,2025-10-27 0:57,1484,5
696,189,Samsung,Samsung Surface Laptop,笔记本电脑,2,buy,2025-10-27 1:04,10907,1
406,225,HP,HP AirPods Pro,耳机,4,buy,2025-10-27 1:07,223,4
147,203,Samsung,Samsung MacBook Pro,笔记本电脑,2,buy,2025-10-27 1:15,12700,2
760,87,Microsoft,Microsoft AirPods Pro,耳机,4,buy,2025-10-27 1:17,1025,3
206,207,Xiaomi,Xiaomi Watch GT 4,智能手表,5,buy,2025-10-27 1:37,1051,1
512,143,Dell,Dell Xiaomi 14,智能手机,1,buy,2025-10-27 2:50,1924,2
365,244,Sony,Sony Sony XM5,耳机,4,buy,2025-10-27 2:51,1344,1
524,143,Dell,Dell Galaxy Z Flip,智能手机,1,buy,2025-10-27 2:54,6569,1
126,129,HP,HP C3,电视,7,buy,2025-10-27 3:10,2900,2
138,16,Xiaomi,Xiaomi Xiaomi 14,智能手机,1,buy,2025-10-27 4:22,5062,1
511,14,Apple,Apple AirPods Pro,耳机,4,buy,2025-10-27 4:32,430,3
335,79,Microsoft,Microsoft Xiaomi 14,智能手机,1,buy,2025-10-27 4:51,2462,1
779,40,Microsoft,Microsoft Apple Watch S9,智能手表,5,buy,2025-10-27 4:52,2158,3
478,104,Lenovo,Lenovo Sony XM5,耳机,4,buy,2025-10-27 4:56,1500,1
517,134,HP,HP Galaxy Z Flip,智能手机,1,buy,2025-10-27 6:51,3542,2
19,17,Lenovo,Lenovo Nothing Ear,耳机,4,buy,2025-10-27 8:20,1135,3
323,193,Dell,Dell Xiaomi Watch 2,智能手表,5,buy,2025-10-27 8:20,2422,3
182,286,Apple,Apple iPad Pro,平板电脑,3,buy,2025-10-27 9:40,5160,2
442,69,Huawei,Huawei X-T5,相机,6,buy,2025-10-27 10:07,7126,4
783,57,Dell,Dell Sony XM5,耳机,4,buy,2025-10-27 11:01,855,2
702,277,HP,HP Nothing Ear,耳机,4,buy,2025-10-27 11:17,1360,1
161,260,HP,HP Nothing Ear,耳机,4,buy,2025-10-27 11:36,1261,3
606,194,Sony,Sony A80L,电视,7,addbuy,2025-10-27 11:54,1956,0
329,32,LG,LG ThinkPad X1,笔记本电脑,2,buy,2025-10-27 12:23,14253,2
376,179,Apple,Apple Galaxy Buds2,耳机,4,buy,2025-10-27 12:27,209,3
100,220,LG,LG X-T5,相机,6,buy,2025-10-27 12:28,11380,2
58,126,Dell,Dell QN90C,电视,7,buy,2025-10-27 12:37,4309,1
87,34,Sony,Sony P60 Pro,智能手机,1,buy,2025-10-27 13:10,2948,4
21,276,LG,LG Galaxy Buds2,耳机,4,buy,2025-10-27 13:16,532,1
433,291,HP,HP Gram 17,笔记本电脑,2,addbuy,2025-10-27 13:45,9162,0
713,241,Sony,Sony C3,电视,7,addbuy,2025-10-27 15:18,5731,0
585,200,LG,LG A80L,电视,7,buy,2025-10-27 15:21,6127,4
103,106,Samsung,Samsung Sony XM5,耳机,4,buy,2025-10-27 15:50,803,2
348,86,Lenovo,Lenovo ZV-E1,相机,6,buy,2025-10-27 16:06,7558,1
207,255,LG,LG Xiaomi Watch 2,智能手表,5,buy,2025-10-27 17:00,3271,2
272,25,Xiaomi,Xiaomi Z50,相机,6,buy,2025-10-27 17:05,3308,3
640,48,Dell,Dell Galaxy Tab S9,平板电脑,3,buy,2025-10-27 17:36,4028,1
280,35,Microsoft,Microsoft FreeBuds Pro,耳机,4,addbuy,2025-10-27 18:24,1082,0
356,40,Dell,Dell Galaxy Tab S9,平板电脑,3,buy,2025-10-27 19:41,5893,5
444,277,Lenovo,Lenovo Watch GT 4,智能手表,5,buy,2025-10-27 20:11,3422,2
258,264,Dell,Dell Sony XM5,耳机,4,addbuy,2025-10-27 20:30,593,0
20,265,Lenovo,Lenovo R8,相机,6,buy,2025-10-27 20:55,9568,1
677,240,HP,HP XPS 15,笔记本电脑,2,buy,2025-10-27 21:49,7151,5
788,223,Lenovo,Lenovo Nothing Ear,耳机,4,buy,2025-10-27 22:11,724,2
206,187,Apple,Apple Fitbit Sense,智能手表,5,buy,2025-10-27 22:12,3290,2
765,154,Xiaomi,Xiaomi X90L,电视,7,buy,2025-10-27 23:23,5163,3
650,105,LG,LG AirPods Pro,耳机,4,addbuy,2025-10-27 23:54,951,0
263,121,Sony,Sony Galaxy Tab S9,平板电脑,3,addbuy,2025-10-28 0:24,4814,0
197,15,Samsung,Samsung iPhone 16,智能手机,1,buy,2025-10-28 0:30,4246,5
574,224,HP,HP Surface Laptop,笔记本电脑,2,addbuy,2025-10-28 0:59,7981,0
164,140,Apple,Apple Galaxy Tab S9,平板电脑,3,buy,2025-10-28 1:12,5088,2
675,282,Sony,Sony MatePad Pro,平板电脑,3,buy,2025-10-28 1:40,2431,3
498,11,Apple,Apple Xiaomi 14,智能手机,1,buy,2025-10-28 1:43,2570,1
306,33,LG,LG Fitbit Sense,智能手表,5,buy,2025-10-28 2:11,868,2
742,72,Samsung,Samsung Galaxy Z Flip,智能手机,1,buy,2025-10-28 5:29,4320,1
124,268,Microsoft,Microsoft Fitbit Sense,智能手表,5,addbuy,2025-10-28 5:30,1623,0
509,47,Lenovo,Lenovo FreeBuds Pro,耳机,4,buy,2025-10-28 7:10,1500,1
338,300,Samsung,Samsung MatePad Pro,平板电脑,3,addbuy,2025-10-28 7:24,3557,0
224,74,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,buy,2025-10-28 8:18,7038,2
451,210,Xiaomi,Xiaomi MatePad Pro,平板电脑,3,buy,2025-10-28 8:59,2264,2
547,192,Apple,Apple Xiaomi Watch 2,智能手表,5,buy,2025-10-28 9:21,1942,2
487,127,Lenovo,Lenovo X-T5,相机,6,buy,2025-10-28 9:56,3812,4
733,189,LG,LG Galaxy Z Flip,智能手机,1,buy,2025-10-28 10:52,3149,1
758,28,Microsoft,Microsoft C3,电视,7,buy,2025-10-28 11:06,3834,3
566,197,Xiaomi,Xiaomi FreeBuds Pro,耳机,4,buy,2025-10-28 11:16,1500,2
125,274,LG,LG QLED TV,电视,7,buy,2025-10-28 11:45,4160,2
403,131,Dell,Dell MacBook Pro,笔记本电脑,2,buy,2025-10-28 12:29,7898,1
216,83,Xiaomi,Xiaomi Galaxy S24,智能手机,1,buy,2025-10-28 13:07,3310,1
35,141,LG,LG Sony XM5,耳机,4,addbuy,2025-10-28 13:50,1071,0
755,212,HP,HP Sony XM5,耳机,4,buy,2025-10-28 14:05,413,2
165,134,Dell,Dell iPhone 15,智能手机,1,buy,2025-10-28 14:50,7860,3
617,281,LG,LG Sony XM5,耳机,4,buy,2025-10-28 14:53,919,1
781,27,HP,HP Apple Watch S9,智能手表,5,buy,2025-10-28 15:14,3788,1
455,70,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-10-28 15:14,6382,2
322,295,Xiaomi,Xiaomi FreeBuds Pro,耳机,4,buy,2025-10-28 15:25,61,4
529,67,Huawei,Huawei iPhone 16,智能手机,1,buy,2025-10-28 15:37,1529,3
463,245,Dell,Dell Galaxy S24,智能手机,1,buy,2025-10-28 15:50,8000,1
704,168,Sony,Sony Galaxy Watch 6,智能手表,5,buy,2025-10-28 16:22,3679,2
377,94,Samsung,Samsung Xiaomi Pad 6,平板电脑,3,buy,2025-10-28 16:35,3709,1
22,12,Microsoft,Microsoft Galaxy Watch 6,智能手表,5,buy,2025-10-28 16:50,2404,2
269,87,HP,HP Galaxy Tab S9,平板电脑,3,buy,2025-10-28 16:58,3218,3
615,134,Microsoft,Microsoft Galaxy Z Flip,智能手机,1,buy,2025-10-28 17:10,1412,1
581,61,LG,LG XPS 15,笔记本电脑,2,buy,2025-10-28 17:17,6290,2
792,233,Lenovo,Lenovo A80L,电视,7,buy,2025-10-28 17:19,1782,4
230,105,HP,HP iPhone 15,智能手机,1,buy,2025-10-28 17:43,7920,2
765,254,Sony,Sony Watch GT 4,智能手表,5,buy,2025-10-28 18:13,1780,2
615,111,Dell,Dell iPhone 16,智能手机,1,buy,2025-10-28 18:38,3995,2
185,210,Xiaomi,Xiaomi Xiaomi Watch 2,智能手表,5,buy,2025-10-28 18:55,2131,2
269,121,Apple,Apple Galaxy S24,智能手机,1,addbuy,2025-10-28 19:07,7365,0
597,235,Xiaomi,Xiaomi QN90C,电视,7,buy,2025-10-28 20:00,6590,1
332,204,HP,HP XPS 15,笔记本电脑,2,buy,2025-10-28 20:19,5209,3
434,132,Dell,Dell Xiaomi 14,智能手机,1,buy,2025-10-28 20:37,6534,4
54,171,Lenovo,Lenovo iPhone 15,智能手机,1,buy,2025-10-28 20:37,1446,2
687,24,LG,LG U8K,电视,7,buy,2025-10-28 20:48,3464,3
391,155,Lenovo,Lenovo U8K,电视,7,addbuy,2025-10-28 21:01,1500,0
573,22,LG,LG Galaxy Buds2,耳机,4,buy,2025-10-28 21:15,1001,1
516,253,Sony,Sony XPS 15,笔记本电脑,2,buy,2025-10-28 21:38,13401,3
325,272,Huawei,Huawei A7 IV,相机,6,buy,2025-10-28 21:58,7596,3
321,23,Sony,Sony A7 IV,相机,6,buy,2025-10-28 22:23,8965,1
370,221,Sony,Sony ZV-E1,相机,6,buy,2025-10-28 23:01,4150,3
530,161,Microsoft,Microsoft FreeBuds Pro,耳机,4,buy,2025-10-28 23:45,563,3
783,78,LG,LG Sony XM5,耳机,4,buy,2025-10-29 0:19,826,1
194,77,HP,HP A7 IV,相机,6,buy,2025-10-29 1:41,11240,3
482,134,Huawei,Huawei AirPods Pro,耳机,4,buy,2025-10-29 1:42,78,2
119,254,HP,HP Xiaomi Watch 2,智能手表,5,buy,2025-10-29 1:48,1630,2
497,235,LG,LG Nothing Ear,耳机,4,buy,2025-10-29 1:48,159,1
358,48,Huawei,Huawei C3,电视,7,buy,2025-10-29 2:16,5395,2
768,261,Huawei,Huawei iPhone 16,智能手机,1,addbuy,2025-10-29 3:16,2613,0
598,3,Microsoft,Microsoft XPS 15,笔记本电脑,2,buy,2025-10-29 3:23,8557,2
427,40,Microsoft,Microsoft Galaxy Buds2,耳机,4,buy,2025-10-29 4:33,1319,1
97,169,HP,HP Gram 17,笔记本电脑,2,buy,2025-10-29 4:34,8226,1
383,55,Samsung,Samsung X-T5,相机,6,buy,2025-10-29 5:47,2370,2
472,246,Apple,Apple AirPods Pro,耳机,4,buy,2025-10-29 5:58,590,1
674,3,Sony,Sony P60 Pro,智能手机,1,buy,2025-10-29 6:01,4840,2
333,292,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-10-29 6:19,546,3
331,29,Apple,Apple MatePad Pro,平板电脑,3,buy,2025-10-29 6:26,2467,2
391,48,Lenovo,Lenovo P60 Pro,智能手机,1,buy,2025-10-29 6:35,6929,1
790,205,Huawei,Huawei R8,相机,6,addbuy,2025-10-29 6:45,8464,0
398,207,Xiaomi,Xiaomi iPhone 16,智能手机,1,buy,2025-10-29 7:28,1540,3
306,252,Huawei,Huawei Apple Watch S9,智能手表,5,buy,2025-10-29 7:49,2098,2
135,184,Sony,Sony Fitbit Sense,智能手表,5,buy,2025-10-29 7:59,2746,3
502,229,Lenovo,Lenovo R8,相机,6,addbuy,2025-10-29 8:23,3562,0
615,217,Sony,Sony ROG Zephyrus,笔记本电脑,2,buy,2025-10-29 8:57,10401,3
629,96,Dell,Dell QN90C,电视,7,buy,2025-10-29 9:05,2426,1
42,263,Dell,Dell iPhone 15,智能手机,1,buy,2025-10-29 9:19,4678,2
703,80,Xiaomi,Xiaomi Gram 17,笔记本电脑,2,buy,2025-10-29 9:23,9636,2
298,240,Lenovo,Lenovo C3,电视,7,buy,2025-10-29 9:28,5626,2
153,66,HP,HP Watch GT 4,智能手表,5,buy,2025-10-29 9:58,2431,1
303,292,Lenovo,Lenovo X-T5,相机,6,addbuy,2025-10-29 10:04,6848,0
526,56,Samsung,Samsung iPad Pro,平板电脑,3,buy,2025-10-29 10:23,1972,3
476,292,Dell,Dell AirPods Pro,耳机,4,buy,2025-10-29 10:56,1112,3
600,42,LG,LG Galaxy S24,智能手机,1,buy,2025-10-29 10:59,7587,2
678,237,Samsung,Samsung Gram 17,笔记本电脑,2,addbuy,2025-10-29 11:21,12056,0
86,214,Dell,Dell iPhone 15,智能手机,1,buy,2025-10-29 11:29,2363,4
776,231,Microsoft,Microsoft Xiaomi Pad 6,平板电脑,3,buy,2025-10-29 12:57,3898,4
217,95,LG,LG XPS 15,笔记本电脑,2,buy,2025-10-29 13:14,14155,1
690,55,Microsoft,Microsoft Galaxy S24,智能手机,1,addbuy,2025-10-29 13:58,1822,0
405,60,Apple,Apple AirPods Pro,耳机,4,buy,2025-10-29 14:19,1011,3
709,208,HP,HP X-T5,相机,6,buy,2025-10-29 14:20,2104,3
311,185,Microsoft,Microsoft Sony XM5,耳机,4,buy,2025-10-29 14:46,1500,1
90,65,Dell,Dell FreeBuds Pro,耳机,4,buy,2025-10-29 16:07,1500,1
17,97,Xiaomi,Xiaomi C3,电视,7,buy,2025-10-29 16:31,2413,3
666,124,HP,HP Galaxy Buds2,耳机,4,buy,2025-10-29 17:16,50,2
89,155,Lenovo,Lenovo R8,相机,6,addbuy,2025-10-29 18:13,9259,0
23,60,HP,HP Sony XM5,耳机,4,addbuy,2025-10-29 18:20,874,0
483,11,HP,HP Surface Laptop,笔记本电脑,2,addbuy,2025-10-29 18:27,6599,0
302,292,Xiaomi,Xiaomi Galaxy Watch 6,智能手表,5,buy,2025-10-29 18:52,2740,3
106,222,LG,LG AirPods Pro,耳机,4,buy,2025-10-29 19:06,678,3
749,284,Microsoft,Microsoft ROG Zephyrus,笔记本电脑,2,buy,2025-10-29 19:54,10863,3
498,263,HP,HP A80L,电视,7,buy,2025-10-29 20:55,3700,1
500,119,Microsoft,Microsoft QLED TV,电视,7,buy,2025-10-29 21:07,6512,4
591,162,Apple,Apple Surface Laptop,笔记本电脑,2,buy,2025-10-29 21:14,5064,1
428,243,Sony,Sony Gram 17,笔记本电脑,2,buy,2025-10-29 21:54,12896,1
356,230,Microsoft,Microsoft Xiaomi 14,智能手机,1,buy,2025-10-29 22:03,2010,4
295,99,Apple,Apple Galaxy Buds2,耳机,4,addbuy,2025-10-29 22:48,1500,0
520,113,HP,HP iPhone 16,智能手机,1,buy,2025-10-29 23:03,4820,2
733,240,LG,LG GH6,相机,6,buy,2025-10-29 23:32,11778,1
690,185,Dell,Dell Galaxy Z Flip,智能手机,1,buy,2025-10-29 23:35,2024,2
290,45,Microsoft,Microsoft Galaxy Buds2,耳机,4,buy,2025-10-30 0:01,899,3
205,81,Huawei,Huawei XPS 15,笔记本电脑,2,buy,2025-10-30 0:17,14976,2
506,156,Samsung,Samsung Galaxy Z Flip,智能手机,1,buy,2025-10-30 0:40,6013,3
19,184,Lenovo,Lenovo AirPods Pro,耳机,4,buy,2025-10-30 0:45,437,3
516,17,Huawei,Huawei Galaxy Tab S9,平板电脑,3,buy,2025-10-30 1:20,3618,3
633,117,Dell,Dell MacBook Pro,笔记本电脑,2,buy,2025-10-30 2:13,5015,2
265,175,Xiaomi,Xiaomi X-T5,相机,6,buy,2025-10-30 2:19,4064,2
274,78,Apple,Apple GH6,相机,6,buy,2025-10-30 2:22,8013,2
686,54,Lenovo,Lenovo P60 Pro,智能手机,1,buy,2025-10-30 2:23,8000,2
774,57,HP,HP Sony XM5,耳机,4,buy,2025-10-30 2:50,1321,1
105,288,Microsoft,Microsoft P60 Pro,智能手机,1,buy,2025-10-30 3:15,2067,4
646,61,Samsung,Samsung Galaxy Watch 6,智能手表,5,buy,2025-10-30 3:36,1030,2
300,227,Huawei,Huawei Gram 17,笔记本电脑,2,buy,2025-10-30 3:43,7350,1
158,187,HP,HP Apple Watch S9,智能手表,5,buy,2025-10-30 3:56,3980,2
450,213,Samsung,Samsung R8,相机,6,buy,2025-10-30 4:20,7352,1
294,259,HP,HP ThinkPad X1,笔记本电脑,2,buy,2025-10-30 4:38,4032,2
733,213,Sony,Sony ThinkPad X1,笔记本电脑,2,addbuy,2025-10-30 6:35,6648,0
772,272,Xiaomi,Xiaomi Galaxy Buds2,耳机,4,addbuy,2025-10-30 6:38,910,0
424,210,Huawei,Huawei Xiaomi Watch 2,智能手表,5,addbuy,2025-10-30 7:10,2443,0
454,75,LG,LG iPhone 15,智能手机,1,buy,2025-10-30 7:24,4822,1
87,174,Lenovo,Lenovo AirPods Pro,耳机,4,buy,2025-10-30 7:38,237,2
63,202,Huawei,Huawei X-T5,相机,6,buy,2025-10-30 8:12,7162,2
60,267,Huawei,Huawei Surface Pro,平板电脑,3,buy,2025-10-30 8:43,1941,2
718,284,Dell,Dell Xiaomi 14,智能手机,1,buy,2025-10-30 10:49,3436,2
9,144,LG,LG ThinkPad X1,笔记本电脑,2,buy,2025-10-30 10:52,9155,2
457,106,Huawei,Huawei Sony XM5,耳机,4,buy,2025-10-30 10:55,1242,1
715,177,Microsoft,Microsoft Xiaomi Pad 6,平板电脑,3,buy,2025-10-30 11:30,6000,5
87,19,Xiaomi,Xiaomi FreeBuds Pro,耳机,4,addbuy,2025-10-30 11:52,1385,0
533,277,Dell,Dell Galaxy Buds2,耳机,4,buy,2025-10-30 12:01,1121,5
566,160,Samsung,Samsung U8K,电视,7,buy,2025-10-30 12:03,3734,2
29,277,Huawei,Huawei AirPods Pro,耳机,4,buy,2025-10-30 12:05,1091,1
744,217,Xiaomi,Xiaomi Galaxy S24,智能手机,1,buy,2025-10-30 13:05,5785,1
266,260,Apple,Apple ThinkPad X1,笔记本电脑,2,buy,2025-10-30 13:11,12134,2
128,230,Apple,Apple QLED TV,电视,7,buy,2025-10-30 13:21,4266,2
348,121,Apple,Apple Xiaomi Watch 2,智能手表,5,addbuy,2025-10-30 13:28,2113,0
643,274,Microsoft,Microsoft QLED TV,电视,7,buy,2025-10-30 13:39,7706,1
307,146,Xiaomi,Xiaomi Galaxy S24,智能手机,1,buy,2025-10-30 13:41,8000,1
732,194,Microsoft,Microsoft Galaxy Watch 6,智能手表,5,buy,2025-10-30 14:01,3697,1
336,265,Xiaomi,Xiaomi A7 IV,相机,6,buy,2025-10-30 14:03,10691,2
101,76,LG,LG Xiaomi Pad 6,平板电脑,3,buy,2025-10-30 14:45,3275,1
64,218,Samsung,Samsung iPad Pro,平板电脑,3,buy,2025-10-30 14:52,4997,3
80,190,Xiaomi,Xiaomi Xiaomi Watch 2,智能手表,5,addbuy,2025-10-30 15:13,1375,0
532,203,Microsoft,Microsoft ROG Zephyrus,笔记本电脑,2,buy,2025-10-30 16:09,12628,3
451,251,HP,HP Sony XM5,耳机,4,buy,2025-10-30 16:37,689,2
131,249,Huawei,Huawei GH6,相机,6,buy,2025-10-30 16:57,8713,1
526,271,Huawei,Huawei Xiaomi 14,智能手机,1,addbuy,2025-10-30 17:07,6859,0
485,17,Xiaomi,Xiaomi Galaxy Z Flip,智能手机,1,buy,2025-10-30 17:18,2122,1
122,210,Lenovo,Lenovo Watch GT 4,智能手表,5,buy,2025-10-30 17:48,3737,2
297,21,LG,LG GH6,相机,6,buy,2025-10-30 20:04,3668,4
313,192,Samsung,Samsung QN90C,电视,7,buy,2025-10-30 20:32,5660,3
147,73,HP,HP MacBook Pro,笔记本电脑,2,buy,2025-10-30 20:54,8918,2
291,111,Apple,Apple Watch GT 4,智能手表,5,addbuy,2025-10-30 21:29,3230,0
126,281,HP,HP AirPods Pro,耳机,4,buy,2025-10-30 21:45,602,2
493,294,Apple,Apple Galaxy Z Flip,智能手机,1,buy,2025-10-30 21:47,3690,2
387,244,HP,HP Galaxy S24,智能手机,1,buy,2025-10-30 22:09,3626,1
652,236,Huawei,Huawei Nothing Ear,耳机,4,buy,2025-10-30 23:33,1157,2
746,167,HP,HP iPhone 16,智能手机,1,addbuy,2025-10-30 23:38,7269,0
397,120,Microsoft,Microsoft Galaxy Z Flip,智能手机,1,addbuy,2025-10-31 0:09,1850,0
687,227,Lenovo,Lenovo iPhone 15,智能手机,1,addbuy,2025-10-31 0:15,4212,0
725,13,Samsung,Samsung XPS 15,笔记本电脑,2,buy,2025-10-31 0:35,8674,3
661,64,Sony,Sony Nothing Ear,耳机,4,buy,2025-10-31 0:38,1343,1
634,278,Samsung,Samsung iPhone 16,智能手机,1,buy,2025-10-31 0:54,6360,1
535,97,Apple,Apple Nothing Ear,耳机,4,buy,2025-10-31 1:31,1418,2
675,273,Apple,Apple AirPods Pro,耳机,4,buy,2025-10-31 1:42,1081,1
252,297,Sony,Sony iPhone 16,智能手机,1,addbuy,2025-10-31 2:11,2281,0
329,206,Lenovo,Lenovo P60 Pro,智能手机,1,buy,2025-10-31 2:53,4482,1
349,224,HP,HP iPhone 15,智能手机,1,buy,2025-10-31 4:03,5647,5
325,196,Apple,Apple Surface Pro,平板电脑,3,buy,2025-10-31 4:10,2990,4
555,87,Samsung,Samsung iPhone 15,智能手机,1,addbuy,2025-10-31 4:23,2952,0
787,46,Huawei,Huawei ThinkPad X1,笔记本电脑,2,buy,2025-10-31 4:28,8548,1
174,31,Dell,Dell ZV-E1,相机,6,buy,2025-10-31 6:37,4483,2
60,153,Apple,Apple ZV-E1,相机,6,buy,2025-10-31 7:47,7221,1
423,166,LG,LG Galaxy Buds2,耳机,4,buy,2025-10-31 8:07,698,1
208,123,Samsung,Samsung A7 IV,相机,6,buy,2025-10-31 8:56,6217,2
521,259,Xiaomi,Xiaomi Surface Laptop,笔记本电脑,2,addbuy,2025-10-31 9:16,13881,0
326,238,Sony,Sony MacBook Pro,笔记本电脑,2,addbuy,2025-10-31 9:42,10166,0
30,209,Samsung,Samsung A80L,电视,7,buy,2025-10-31 9:44,6039,1
601,52,Sony,Sony GH6,相机,6,buy,2025-10-31 10:21,5638,1
129,156,Lenovo,Lenovo Gram 17,笔记本电脑,2,buy,2025-10-31 10:25,8225,2
652,257,HP,HP iPhone 15,智能手机,1,addbuy,2025-10-31 11:11,5663,0
554,87,Huawei,Huawei Watch GT 4,智能手表,5,buy,2025-10-31 11:52,1833,3
463,22,Dell,Dell ROG Zephyrus,笔记本电脑,2,buy,2025-10-31 12:24,8091,3
669,86,Microsoft,Microsoft ThinkPad X1,笔记本电脑,2,addbuy,2025-10-31 12:25,4053,0
613,129,HP,HP QN90C,电视,7,buy,2025-10-31 12:35,1500,4
600,262,LG,LG Galaxy Watch 6,智能手表,5,buy,2025-10-31 12:43,3579,1
547,289,Huawei,Huawei Xiaomi 14,智能手机,1,buy,2025-10-31 12:55,3127,4
716,63,Samsung,Samsung Xiaomi Pad 6,平板电脑,3,buy,2025-10-31 12:57,2025,4
443,108,Lenovo,Lenovo Galaxy S24,智能手机,1,buy,2025-10-31 14:10,7674,3
651,134,LG,LG Watch GT 4,智能手表,5,buy,2025-10-31 14:32,3358,2
252,165,HP,HP Galaxy S24,智能手机,1,buy,2025-10-31 14:42,7328,4
337,9,HP,HP P60 Pro,智能手机,1,buy,2025-10-31 14:55,3705,2
488,3,Apple,Apple P60 Pro,智能手机,1,buy,2025-10-31 15:11,6535,1
570,251,Huawei,Huawei Galaxy Z Flip,智能手机,1,buy,2025-10-31 15:35,1222,2
667,40,Samsung,Samsung Gram 17,笔记本电脑,2,buy,2025-10-31 15:54,10510,3
127,181,HP,HP QLED TV,电视,7,buy,2025-10-31 17:01,5727,3
182,5,LG,LG Sony XM5,耳机,4,buy,2025-10-31 17:19,927,2
456,5,LG,LG Galaxy Buds2,耳机,4,addbuy,2025-10-31 19:28,341,0
697,184,Apple,Apple MatePad Pro,平板电脑,3,buy,2025-10-31 20:18,3494,2
311,114,Microsoft,Microsoft QLED TV,电视,7,addbuy,2025-10-31 20:24,2914,0
288,253,LG,LG Apple Watch S9,智能手表,5,buy,2025-10-31 21:35,1811,2
114,143,Xiaomi,Xiaomi Xiaomi Pad 6,平板电脑,3,buy,2025-10-31 21:38,3015,4
566,100,HP,HP R8,相机,6,buy,2025-10-31 22:23,11380,2
699,290,Microsoft,Microsoft Gram 17,笔记本电脑,2,addbuy,2025-10-31 22:36,14988,0
764,34,Microsoft,Microsoft iPhone 16,智能手机,1,buy,2025-10-31 23:32,2270,2
536,141,Microsoft,Microsoft R8,相机,6,buy,2025-11-1 0:25,4019,1
630,130,Apple,Apple Nothing Ear,耳机,4,buy,2025-11-1 1:09,589,2
438,27,HP,HP iPhone 15,智能手机,1,buy,2025-11-1 1:50,6662,1
125,266,Dell,Dell Z50,相机,6,buy,2025-11-1 2:00,7313,1
778,23,LG,LG U8K,电视,7,buy,2025-11-1 2:02,5375,2
546,230,Sony,Sony Sony XM5,耳机,4,buy,2025-11-1 2:16,333,2
343,42,Dell,Dell Galaxy Buds2,耳机,4,buy,2025-11-1 2:21,499,3
77,128,Xiaomi,Xiaomi Xiaomi Pad 6,平板电脑,3,buy,2025-11-1 2:52,1884,3
65,50,LG,LG QN90C,电视,7,buy,2025-11-1 3:03,2996,3
607,172,Dell,Dell AirPods Pro,耳机,4,buy,2025-11-1 4:42,152,2
245,175,Samsung,Samsung A80L,电视,7,buy,2025-11-1 5:09,3477,3
